DATE,POPULATION,G,I_DWF,E,DWF_REPORTED,FFT,PE_REPORTED,PE_FORECAST
13.08.2021,1762, 162.9 ,2.6," 1,936.6 "," 746,502.00 "," 373,251.00 "," 1,406 "," 3,206 "
14.08.2021,1762, 181.8 ,1.7," 1,431.2 "," 715,285.50 "," 357,642.75 "," 1,594 "," 2,312 "
15.08.2021,1762, 107.8 ,2.5," 1,781.9 "," 364,193.00 "," 182,096.50 "," 1,429 "," 2,683 "
16.08.2021,1762, 62.9 ,0.6," 1,374.0 "," 408,061.40 "," 204,030.70 "," 1,480 "," 2,031 "
17.08.2021,1762, 63.7 ,0.6," 1,556.5 "," 278,142.50 "," 139,071.25 "," 1,489 "," 2,248 "
18.08.2021,1762, 72.0 ,2.0," 1,635.6 "," 350,056.60 "," 175,028.30 "," 1,440 "," 2,121 "
19.08.2021,1762, 135.0 ,2.9," 1,247.9 "," 514,917.80 "," 257,458.90 "," 1,605 "," 3,034 "
20.08.2021,1762, 77.3 ,0.7," 1,980.9 "," 575,932.20 "," 287,966.10 "," 1,680 "," 2,146 "
21.08.2021,1762, 111.1 ,2.2," 1,554.6 "," 452,014.00 "," 226,007.00 "," 1,539 "," 1,933 "
22.08.2021,1762, 17.4 ,2.6," 1,378.3 "," 494,393.70 "," 247,196.85 "," 1,461 "," 2,881 "
23.08.2021,1762, 60.6 ,1.2," 1,989.8 "," 284,051.20 "," 142,025.60 "," 1,478 "," 2,582 "
24.08.2021,1762, 181.3 ,1.1," 1,607.7 "," 426,332.40 "," 213,166.20 "," 1,427 "," 2,523 "
25.08.2021,1762, 175.5 ,2.8," 1,850.1 "," 680,099.90 "," 340,049.95 "," 1,459 "," 2,743 "
26.08.2021,1762, 71.3 ,1.4," 1,816.1 "," 470,369.10 "," 235,184.55 "," 1,678 "," 2,437 "
27.08.2021,1762, 70.1 ,1.5," 1,724.6 "," 191,799.30 "," 95,899.65 "," 1,474 "," 2,562 "
28.08.2021,1762, 105.2 ,2.5," 1,833.5 "," 413,539.40 "," 206,769.70 "," 1,501 "," 1,757 "
29.08.2021,1762, 94.7 ,0.0," 1,862.4 "," 366,071.80 "," 183,035.90 "," 1,455 "," 2,186 "
30.08.2021,1762, 53.8 ,2.8," 1,883.1 "," 312,417.50 "," 156,208.75 "," 1,625 "," 2,790 "
31.08.2021,1762, 194.8 ,1.4," 1,944.9 "," 503,460.90 "," 251,730.45 "," 1,551 "," 2,730 "
01.09.2021,1762, 85.0 ,0.7," 1,835.6 "," 621,680.30 "," 310,840.15 "," 1,654 "," 3,020 "
02.09.2021,1762, 183.5 ,2.1," 1,413.7 "," 422,912.80 "," 211,456.40 "," 1,527 "," 2,881 "
03.09.2021,1762, 68.5 ,1.0," 1,552.4 "," 306,478.40 "," 153,239.20 "," 1,595 "," 2,445 "
04.09.2021,1762, 125.3 ,0.2," 1,161.0 "," 295,759.80 "," 147,879.90 "," 1,697 "," 1,954 "
05.09.2021,1762, 162.2 ,0.3," 1,960.1 "," 528,082.80 "," 264,041.40 "," 1,683 "," 1,956 "
06.09.2021,1762, 187.2 ,1.5," 1,285.8 "," 695,334.70 "," 347,667.35 "," 1,640 "," 3,200 "
07.09.2021,1762, 171.7 ,3.0," 1,281.6 "," 576,734.00 "," 288,367.00 "," 1,689 "," 2,823 "
08.09.2021,1762, 198.5 ,0.7," 1,358.5 "," 496,423.20 "," 248,211.60 "," 1,545 "," 3,081 "
09.09.2021,1762, 23.7 ,2.7," 1,178.8 "," 104,178.90 "," 52,089.45 "," 1,483 "," 3,204 "
10.09.2021,1762, 69.4 ,1.5," 1,674.8 "," 351,296.10 "," 175,648.05 "," 1,489 "," 2,952 "
11.09.2021,1762, 41.9 ,1.3," 1,829.1 "," 508,947.20 "," 254,473.60 "," 1,686 "," 2,018 "
12.09.2021,1762, 29.2 ,0.1," 1,174.3 "," 385,982.80 "," 192,991.40 "," 1,532 "," 2,942 "
13.09.2021,1762, 175.6 ,0.7," 1,376.8 "," 644,491.70 "," 322,245.85 "," 1,569 "," 3,160 "
14.09.2021,1762, 66.8 ,2.2," 1,958.9 "," 519,250.70 "," 259,625.35 "," 1,685 "," 2,558 "
15.09.2021,1762, 172.6 ,2.2," 1,001.6 "," 479,897.00 "," 239,948.50 "," 1,530 "," 2,997 "
16.09.2021,1762, 162.5 ,1.5," 1,086.9 "," 679,309.40 "," 339,654.70 "," 1,469 "," 3,029 "
17.09.2021,1762, 74.8 ,2.2," 1,990.4 "," 597,773.20 "," 298,886.60 "," 1,697 "," 2,640 "
18.09.2021,1762, 46.5 ,1.4," 1,444.0 "," 296,683.40 "," 148,341.70 "," 1,552 "," 1,893 "
19.09.2021,1762, 17.5 ,0.2," 1,639.7 "," 108,273.90 "," 54,136.95 "," 1,495 "," 2,237 "
20.09.2021,1762, 147.9 ,1.6," 1,477.0 "," 683,003.40 "," 341,501.70 "," 1,467 "," 1,828 "
21.09.2021,1762, 14.2 ,0.6," 1,434.2 "," 394,003.20 "," 197,001.60 "," 1,692 "," 3,370 "
22.09.2021,1762, 10.5 ,1.8," 1,404.3 "," 142,968.10 "," 71,484.05 "," 1,476 "," 2,157 "
23.09.2021,1762, 185.2 ,0.1," 1,008.6 "," 729,606.10 "," 364,803.05 "," 1,589 "," 3,004 "
24.09.2021,1762, 18.6 ,2.6," 1,503.1 "," 479,149.90 "," 239,574.95 "," 1,553 "," 2,820 "
25.09.2021,1762, 114.6 ,2.4," 1,658.5 "," 456,033.10 "," 228,016.55 "," 1,644 "," 1,924 "
26.09.2021,1762, 142.7 ,2.2," 1,687.3 "," 493,575.90 "," 246,787.95 "," 1,520 "," 3,060 "
27.09.2021,1762, 13.4 ,1.2," 1,986.4 "," 473,752.40 "," 236,876.20 "," 1,629 "," 3,343 "
28.09.2021,1762, 27.7 ,0.2," 1,254.6 "," 423,431.20 "," 211,715.60 "," 1,659 "," 3,416 "
29.09.2021,1762, 194.5 ,2.7," 1,945.2 "," 471,325.90 "," 235,662.95 "," 1,474 "," 1,897 "
30.09.2021,1762, 13.4 ,1.9," 1,096.1 "," 489,313.80 "," 244,656.90 "," 1,552 "," 2,606 "
01.10.2021,1762, 64.1 ,1.0," 1,798.7 "," 600,303.90 "," 300,151.95 "," 1,404 "," 1,914 "
02.10.2021,1762, 47.1 ,0.7," 1,839.0 "," 392,674.90 "," 196,337.45 "," 1,485 "," 2,808 "
03.10.2021,1762, 70.6 ,3.0," 1,110.5 "," 279,719.70 "," 139,859.85 "," 1,502 "," 2,875 "
04.10.2021,1762, 188.6 ,1.6," 1,029.5 "," 741,360.30 "," 370,680.15 "," 1,438 "," 2,595 "
05.10.2021,1762, 189.7 ,1.4," 1,752.1 "," 518,821.90 "," 259,410.95 "," 1,495 "," 3,414 "
06.10.2021,1762, 60.4 ,2.0," 1,065.3 "," 385,811.10 "," 192,905.55 "," 1,658 "," 2,144 "
07.10.2021,1762, 51.4 ,2.0," 1,816.3 "," 163,900.10 "," 81,950.05 "," 1,601 "," 3,063 "
08.10.2021,1762, 55.0 ,0.1," 1,725.2 "," 531,388.30 "," 265,694.15 "," 1,533 "," 2,755 "
09.10.2021,1762, 71.8 ,0.7," 1,143.0 "," 345,206.30 "," 172,603.15 "," 1,485 "," 2,212 "
10.10.2021,1762, 40.7 ,2.0," 1,189.1 "," 149,253.50 "," 74,626.75 "," 1,618 "," 2,748 "
11.10.2021,1762, 27.9 ,0.6," 1,164.0 "," 149,087.40 "," 74,543.70 "," 1,622 "," 3,210 "
12.10.2021,1762, 61.3 ,2.9," 1,909.5 "," 431,288.00 "," 215,644.00 "," 1,525 "," 2,658 "
13.10.2021,1762, 146.4 ,2.9," 1,000.4 "," 380,335.10 "," 190,167.55 "," 1,444 "," 3,426 "
14.10.2021,1762, 12.4 ,2.2," 1,372.5 "," 194,724.50 "," 97,362.25 "," 1,443 "," 2,042 "
15.10.2021,1762, 55.7 ,2.4," 1,255.7 "," 208,364.50 "," 104,182.25 "," 1,415 "," 3,315 "
16.10.2021,1762, 67.2 ,1.2," 1,613.3 "," 400,447.90 "," 200,223.95 "," 1,577 "," 2,161 "
17.10.2021,1762, 11.6 ,1.6," 1,072.9 "," 180,285.70 "," 90,142.85 "," 1,563 "," 3,170 "
18.10.2021,1762, 29.0 ,2.6," 1,379.3 "," 342,846.90 "," 171,423.45 "," 1,668 "," 2,850 "
19.10.2021,1762, 39.3 ,1.1," 1,966.8 "," 378,114.50 "," 189,057.25 "," 1,429 "," 2,132 "
20.10.2021,1762, 118.3 ,2.0," 1,342.5 "," 410,909.10 "," 205,454.55 "," 1,559 "," 2,143 "
21.10.2021,1762, 130.3 ,0.6," 1,445.5 "," 709,945.70 "," 354,972.85 "," 1,606 "," 3,375 "
22.10.2021,1762, 199.8 ,1.4," 1,638.2 "," 497,165.20 "," 248,582.60 "," 1,442 "," 2,348 "
23.10.2021,1762, 148.0 ,0.1," 1,144.4 "," 466,339.50 "," 233,169.75 "," 1,520 "," 2,135 "
24.10.2021,1762, 130.6 ,0.7," 1,055.2 "," 310,708.10 "," 155,354.05 "," 1,585 "," 2,375 "
25.10.2021,1762, 157.0 ,1.4," 1,939.4 "," 632,331.80 "," 316,165.90 "," 1,611 "," 2,527 "
26.10.2021,1762, 132.2 ,1.3," 1,407.7 "," 417,492.40 "," 208,746.20 "," 1,587 "," 2,423 "
27.10.2021,1762, 39.3 ,0.2," 1,119.3 "," 388,836.10 "," 194,418.05 "," 1,546 "," 1,777 "
28.10.2021,1762, 181.7 ,0.8," 1,487.5 "," 785,631.70 "," 392,815.85 "," 1,419 "," 2,888 "
29.10.2021,1762, 85.2 ,0.4," 1,868.1 "," 231,820.90 "," 115,910.45 "," 1,492 "," 2,198 "
30.10.2021,1762, 124.6 ,1.0," 1,511.5 "," 282,863.70 "," 141,431.85 "," 1,488 "," 2,652 "
31.10.2021,1762, 123.7 ,0.8," 1,023.3 "," 383,206.50 "," 191,603.25 "," 1,560 "," 2,720 "
01.11.2021,1762, 104.0 ,0.2," 1,940.3 "," 638,827.50 "," 319,413.75 "," 1,444 "," 2,102 "
02.11.2021,1762, 57.0 ,2.2," 1,212.0 "," 298,902.20 "," 149,451.10 "," 1,602 "," 2,672 "
03.11.2021,1762, 127.6 ,1.2," 1,441.7 "," 633,326.10 "," 316,663.05 "," 1,645 "," 3,344 "
04.11.2021,1762, 29.4 ,1.7," 1,536.0 "," 191,645.50 "," 95,822.75 "," 1,511 "," 2,136 "
05.11.2021,1762, 118.7 ,0.7," 1,533.5 "," 440,950.60 "," 220,475.30 "," 1,649 "," 1,828 "
06.11.2021,1762, 77.1 ,1.4," 1,729.9 "," 323,067.50 "," 161,533.75 "," 1,639 "," 2,072 "
07.11.2021,1762, 184.2 ,0.3," 1,702.1 "," 729,246.80 "," 364,623.40 "," 1,572 "," 3,402 "
08.11.2021,1762, 69.5 ,1.4," 1,042.5 "," 454,556.90 "," 227,278.45 "," 1,579 "," 3,186 "
09.11.2021,1762, 125.1 ,1.0," 1,393.0 "," 293,237.20 "," 146,618.60 "," 1,597 "," 1,911 "
10.11.2021,1762, 81.3 ,2.7," 1,241.6 "," 373,717.90 "," 186,858.95 "," 1,422 "," 3,231 "
11.11.2021,1762, 54.7 ,2.8," 1,143.8 "," 267,918.00 "," 133,959.00 "," 1,630 "," 3,281 "
12.11.2021,1762, 65.9 ,0.1," 1,091.0 "," 399,117.90 "," 199,558.95 "," 1,442 "," 1,918 "
13.11.2021,1762, 144.8 ,2.1," 1,576.8 "," 677,712.50 "," 338,856.25 "," 1,662 "," 2,237 "
14.11.2021,1762, 109.2 ,1.3," 1,209.9 "," 635,590.60 "," 317,795.30 "," 1,539 "," 1,931 "
15.11.2021,1762, 93.6 ,0.4," 1,044.3 "," 299,836.90 "," 149,918.45 "," 1,680 "," 2,513 "
16.11.2021,1762, 89.0 ,1.3," 1,821.8 "," 328,294.10 "," 164,147.05 "," 1,494 "," 2,421 "
17.11.2021,1762, 120.6 ,2.3," 1,132.4 "," 585,777.90 "," 292,888.95 "," 1,522 "," 2,663 "
18.11.2021,1762, 90.9 ,2.4," 1,220.2 "," 244,594.40 "," 122,297.20 "," 1,557 "," 2,474 "
19.11.2021,1762, 87.8 ,1.3," 1,045.8 "," 455,142.70 "," 227,571.35 "," 1,605 "," 2,887 "
20.11.2021,1762, 97.6 ,2.2," 1,857.4 "," 437,750.80 "," 218,875.40 "," 1,552 "," 2,197 "
21.11.2021,1762, 150.4 ,2.2," 1,684.8 "," 559,892.80 "," 279,946.40 "," 1,461 "," 2,675 "
22.11.2021,1762, 55.9 ,2.1," 1,802.2 "," 468,806.10 "," 234,403.05 "," 1,443 "," 3,399 "
23.11.2021,1762, 168.3 ,0.7," 1,019.3 "," 484,747.60 "," 242,373.80 "," 1,563 "," 3,403 "
24.11.2021,1762, 190.6 ,2.6," 1,892.8 "," 452,499.60 "," 226,249.80 "," 1,643 "," 2,204 "
25.11.2021,1762, 124.1 ,2.7," 1,251.5 "," 446,074.40 "," 223,037.20 "," 1,533 "," 3,369 "
26.11.2021,1762, 155.9 ,1.4," 1,955.0 "," 457,336.20 "," 228,668.10 "," 1,618 "," 1,851 "
27.11.2021,1762, 21.5 ,0.3," 1,846.9 "," 527,262.20 "," 263,631.10 "," 1,534 "," 2,976 "
28.11.2021,1762, 124.9 ,2.6," 1,778.6 "," 663,442.00 "," 331,721.00 "," 1,592 "," 1,820 "
29.11.2021,1762, 184.5 ,2.4," 1,031.3 "," 597,505.70 "," 298,752.85 "," 1,504 "," 3,021 "
30.11.2021,1762, 174.7 ,2.1," 1,105.9 "," 616,674.40 "," 308,337.20 "," 1,501 "," 2,904 "
01.12.2021,1762, 152.4 ,1.3," 1,373.3 "," 426,686.40 "," 213,343.20 "," 1,539 "," 3,460 "
02.12.2021,1762, 26.5 ,2.5," 1,364.6 "," 508,655.10 "," 254,327.55 "," 1,605 "," 2,671 "
03.12.2021,1762, 125.5 ,1.6," 1,090.8 "," 381,160.40 "," 190,580.20 "," 1,617 "," 3,171 "
04.12.2021,1762, 19.7 ,2.2," 1,656.9 "," 423,512.50 "," 211,756.25 "," 1,569 "," 2,258 "
05.12.2021,1762, 43.5 ,1.0," 1,638.8 "," 479,766.80 "," 239,883.40 "," 1,599 "," 1,835 "
06.12.2021,1762, 37.0 ,2.2," 1,054.7 "," 506,656.90 "," 253,328.45 "," 1,574 "," 1,957 "
07.12.2021,1762, 134.4 ,1.1," 1,705.1 "," 664,927.00 "," 332,463.50 "," 1,548 "," 2,196 "
08.12.2021,1762, 122.6 ,0.9," 1,993.2 "," 699,152.30 "," 349,576.15 "," 1,567 "," 2,849 "
09.12.2021,1762, 35.6 ,1.2," 1,728.4 "," 331,994.80 "," 165,997.40 "," 1,655 "," 3,538 "
10.12.2021,1762, 198.7 ,0.5," 1,290.3 "," 616,025.20 "," 308,012.60 "," 1,504 "," 3,295 "
11.12.2021,1762, 12.9 ,3.0," 1,638.2 "," 114,881.00 "," 57,440.50 "," 1,540 "," 1,824 "
12.12.2021,1762, 74.8 ,0.4," 1,697.0 "," 510,698.00 "," 255,349.00 "," 1,585 "," 3,391 "
13.12.2021,1762, 16.1 ,2.0," 1,272.8 "," 472,208.00 "," 236,104.00 "," 1,667 "," 2,164 "
14.12.2021,1762, 47.8 ,2.1," 1,917.6 "," 188,037.30 "," 94,018.65 "," 1,651 "," 2,726 "
15.12.2021,1762, 108.9 ,0.9," 1,830.7 "," 319,688.40 "," 159,844.20 "," 1,412 "," 1,960 "
16.12.2021,1762, 172.9 ,0.7," 1,808.7 "," 623,756.20 "," 311,878.10 "," 1,656 "," 2,400 "
17.12.2021,1762, 52.9 ,2.4," 1,532.2 "," 195,607.40 "," 97,803.70 "," 1,403 "," 3,218 "
18.12.2021,1762, 32.2 ,2.0," 1,948.1 "," 213,545.50 "," 106,772.75 "," 1,691 "," 3,080 "
19.12.2021,1762, 101.6 ,1.7," 1,396.9 "," 472,113.80 "," 236,056.90 "," 1,496 "," 2,141 "
20.12.2021,1762, 48.7 ,0.7," 1,774.8 "," 142,364.90 "," 71,182.45 "," 1,631 "," 3,034 "
21.12.2021,1762, 190.3 ,2.3," 1,705.3 "," 717,470.20 "," 358,735.10 "," 1,405 "," 3,036 "
22.12.2021,1762, 52.7 ,0.2," 1,661.4 "," 283,849.00 "," 141,924.50 "," 1,651 "," 3,351 "
23.12.2021,1762, 75.9 ,1.3," 1,322.5 "," 290,648.60 "," 145,324.30 "," 1,551 "," 2,603 "
24.12.2021,1762, 127.0 ,0.5," 1,142.6 "," 703,170.10 "," 351,585.05 "," 1,688 "," 1,830 "
25.12.2021,1762, 22.0 ,0.7," 1,489.6 "," 365,157.30 "," 182,578.65 "," 1,566 "," 2,977 "
26.12.2021,1762, 65.3 ,1.1," 1,907.6 "," 508,791.30 "," 254,395.65 "," 1,519 "," 2,630 "
27.12.2021,1762, 78.9 ,0.9," 1,857.1 "," 350,773.80 "," 175,386.90 "," 1,599 "," 2,717 "
28.12.2021,1762, 90.7 ,2.2," 1,895.0 "," 626,461.60 "," 313,230.80 "," 1,411 "," 3,341 "
29.12.2021,1762, 50.8 ,0.7," 1,303.7 "," 283,966.00 "," 141,983.00 "," 1,537 "," 2,657 "
30.12.2021,1762, 97.4 ,1.6," 1,681.2 "," 591,249.60 "," 295,624.80 "," 1,693 "," 2,642 "
31.12.2021,1762, 45.5 ,1.3," 1,246.0 "," 402,335.30 "," 201,167.65 "," 1,504 "," 2,537 "
